cod_upp,upp,ano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,total_roubos,furto_veiculos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,recuperacao_veiculos,armas_apreendidas,cump_mandado_prisao,ocorr_flagrante,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,data
18,Macacos,2008,11,4,0,0,0,0,7,0,0,1,0,0,1,0,10,0,0,0,0,0,11,0,6,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,29,2008-11-01
1,Santa Marta,2008,11,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,14,2008-11-01
2,Cidade de Deus,2008,11,0,0,0,3,4,20,1,0,8,1,0,8,1,13,13,0,0,5,0,44,0,20,0,2,0,3,18,11,8,1,11,15,0,0,0,0,0,164,2008-11-01
3,Batam,2008,11,1,0,0,0,0,3,0,0,4,1,0,0,0,4,1,0,0,0,0,8,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,20,2008-11-01
4,Chapéu Mangueira / Babilônia,2008,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,0,0,0,11,2008-11-01
6,Tabajaras,2008,11,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,13,2008-11-01
7,Providência,2008,11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,2,5,0,0,0,0,0,18,2008-11-01
8,Borel,2008,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,8,2008-11-01
5,Pavão-Pavãozinho,2008,11,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,1,0,3,0,0,0,0,18,2008-11-01
10,Andaraí,2008,11,0,0,0,0,1,4,1,0,3,0,0,0,0,4,0,0,0,0,0,5,1,6,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,27,2008-11-01
11,Salgueiro,2008,11,0,0,0,0,1,1,1,0,1,0,0,7,0,15,0,0,0,2,0,31,2,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,54,2008-11-01
12,Turano,2008,11,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,2008-11-01
13,São João / Matriz / Queto,2008,11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,4,0,15,0,1,0,1,0,0,0,0,16,2008-11-01
14,Coroa / Fallet / Fogueteiro,2008,11,0,0,0,0,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,2008-11-01
15,Escondidinho / Prazeres,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,7,2008-11-01
16,São Carlos,2008,11,0,0,0,0,0,9,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,22,2008-11-01
9,Formiga,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,4,2008-11-01
22,Adeus / Baiana,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,10,2008-12-01
23,Alemão,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2008-12-01
24,Chatuba,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2008-12-01
25,Fé / Sereno,2008,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2008-12-01
26,Parque Proletário,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2008-12-01
27,Vila Cruzeiro,2008,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,14,2008-12-01
28,Rocinha,2008,12,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,15,2008-12-01
29,Jacarezinho,2008,12,0,0,0,0,0,10,0,0,1,0,0,2,0,10,0,0,0,3,0,18,0,9,2,0,0,0,0,6,0,0,1,1,1,0,0,0,0,53,2008-12-01
33,Cerro-Corá,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2008-12-01
31,Barreira do Vasco / Tuiuti,2008,12,0,0,0,2,2,4,0,0,2,0,0,4,0,2,0,0,0,0,0,7,1,8,0,0,0,1,6,3,5,0,2,2,0,0,0,0,0,40,2008-12-01
32,Caju,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,13,2008-12-01
34,Arará / Mandela,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2008-12-01
35,Lins,2008,12,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,3,0,0,0,0,0,7,1,0,1,3,2,0,0,0,0,30,2008-12-01
36,Camarista Méier,2008,12,0,0,0,2,2,4,0,1,4,0,0,0,0,2,1,0,0,0,0,5,0,1,0,0,0,1,3,3,6,0,3,2,0,0,0,0,0,25,2008-12-01
37,Mangueirinha,2008,12,0,0,0,0,0,8,1,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0,1,0,0,1,4,1,0,1,3,0,0,0,0,0,22,2008-12-01
38,Vila Kennedy,2008,12,1,0,0,0,2,13,1,0,7,0,0,7,0,19,3,0,0,2,0,32,3,5,1,0,0,2,0,16,0,0,0,13,1,0,0,0,0,98,2008-12-01
30,Manguinhos,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,14,2008-12-01
21,Fazendinha,2008,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,2008-12-01
20,Nova Brasília,2008,12,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2008-12-01
18,Macacos,2008,12,1,1,0,0,0,2,0,0,2,1,0,1,0,3,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,31,2008-12-01
1,Santa Marta,2008,12,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,2008-12-01
2,Cidade de Deus,2008,12,2,0,0,2,4,18,4,2,5,1,1,6,2,10,6,0,0,5,0,34,2,27,0,0,0,2,25,2,8,0,16,10,2,0,0,0,0,133,2008-12-01
3,Batam,2008,12,0,0,0,0,0,15,0,0,1,0,1,1,1,1,1,0,0,0,0,5,1,2,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,31,2008-12-01
4,Chapéu Mangueira / Babilônia,2008,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2008-12-01
5,Pavão-Pavãozinho,2008,12,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,2008-12-01
6,Tabajaras,2008,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,0,0,0,0,11,2008-12-01
7,Providência,2008,12,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,19,2008-12-01
8,Borel,2008,12,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,9,2008-12-01
19,Vidigal,2008,12,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,5,2008-12-01
10,Andaraí,2008,12,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,1,0,8,0,0,0,0,0,2,0,1,1,0,1,3,0,0,0,0,0,20,2008-12-01
11,Salgueiro,2008,12,0,0,0,0,0,5,0,0,1,0,0,3,0,7,0,0,0,1,0,15,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,34,2008-12-01
12,Turano,2008,12,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,11,2008-12-01
13,São João / Matriz / Queto,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008-12-01
14,Coroa / Fallet / Fogueteiro,2008,12,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,13,2008-12-01
15,Escondidinho / Prazeres,2008,12,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9,2008-12-01
16,São Carlos,2008,12,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,16,2008-12-01
17,Mangueira,2008,12,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,21,2008-12-01
9,Formiga,2008,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2008-12-01
27,Vila Cruzeiro,2009,1,1,0,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,15,2009-01-01
26,Parque Proletário,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2009-01-01
22,Adeus / Baiana,2009,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,1,4,0,0,0,0,0,13,2009-01-01
24,Chatuba,2009,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009-01-01
23,Alemão,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,2009-01-01
28,Rocinha,2009,1,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,18,2009-01-01
25,Fé / Sereno,2009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009-01-01
29,Jacarezinho,2009,1,0,0,0,0,0,0,3,0,4,1,0,3,0,7,0,0,0,1,0,13,0,5,0,0,0,2,0,6,0,0,0,6,2,0,0,0,0,39,2009-01-01
33,Cerro-Corá,2009,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,5,2009-01-01
31,Barreira do Vasco / Tuiuti,2009,1,0,0,0,0,0,6,1,0,0,1,0,5,1,4,0,0,0,0,0,14,2,13,0,0,0,0,0,2,0,1,0,4,1,0,0,0,0,44,2009-01-01
32,Caju,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,2009-01-01
34,Arará / Mandela,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2009-01-01
35,Lins,2009,1,0,0,0,0,2,6,2,0,0,0,0,1,0,3,0,0,0,0,0,4,1,4,0,0,0,0,0,11,0,2,0,2,3,0,0,0,0,35,2009-01-01
36,Camarista Méier,2009,1,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,4,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,17,2009-01-01
37,Mangueirinha,2009,1,1,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0,4,2,3,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,21,2009-01-01
21,Fazendinha,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2009-01-01
30,Manguinhos,2009,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,14,2009-01-01
20,Nova Brasília,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,5,2009-01-01
38,Vila Kennedy,2009,1,6,0,0,1,1,12,0,0,2,1,1,8,0,10,3,0,0,2,0,28,2,12,0,0,0,0,5,7,2,0,4,16,2,0,0,0,0,94,2009-01-01
18,Macacos,2009,1,0,0,0,0,2,3,1,0,0,2,0,3,0,1,0,0,0,1,0,7,2,7,0,0,0,0,3,1,2,0,1,3,0,0,0,0,0,30,2009-01-01
1,Santa Marta,2009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,19,2009-01-01
2,Cidade de Deus,2009,1,0,0,0,3,0,21,6,0,5,0,0,9,0,21,5,0,0,1,0,39,0,37,0,0,0,4,26,2,3,0,24,12,2,0,0,0,0,162,2009-01-01
3,Batam,2009,1,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,1,1,1,0,0,1,3,0,0,0,0,0,22,2009-01-01
4,Chapéu Mangueira / Babilônia,2009,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,11,2009-01-01
5,Pavão-Pavãozinho,2009,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,13,2009-01-01
6,Tabajaras,2009,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,2009-01-01
7,Providência,2009,1,0,0,0,0,1,5,0,0,0,0,1,1,0,1,1,0,0,1,0,5,0,1,0,0,0,0,2,1,0,3,0,5,2,0,0,0,0,30,2009-01-01
8,Borel,2009,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,16,2009-01-01
19,Vidigal,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,7,2009-01-01
10,Andaraí,2009,1,0,0,0,0,0,4,0,0,1,0,0,0,0,4,0,0,0,1,0,6,0,5,0,0,0,1,1,0,0,0,1,4,1,0,0,0,0,22,2009-01-01
11,Salgueiro,2009,1,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,1,0,13,3,14,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,42,2009-01-01
12,Turano,2009,1,0,0,0,2,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,12,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,20,2009-01-01
13,São João / Matriz / Queto,2009,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,3,0,3,0,1,0,0,0,0,21,2009-01-01
14,Coroa / Fallet / Fogueteiro,2009,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,18,2009-01-01
15,Escondidinho / Prazeres,2009,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,2009-01-01
16,São Carlos,2009,1,1,0,0,0,0,6,0,0,2,0,0,1,0,3,1,0,0,0,0,5,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,21,2009-01-01
17,Mangueira,2009,1,0,0,0,1,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,7,1,0,3,1,0,0,0,0,0,28,2009-01-01
9,Formiga,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2009-01-01
26,Parque Proletário,2009,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2009-02-01
25,Fé / Sereno,2009,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2009-02-01
21,Fazendinha,2009,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2009-02-01
23,Alemão,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-02-01
22,Adeus / Baiana,2009,2,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11,2009-02-01
27,Vila Cruzeiro,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,2009-02-01
24,Chatuba,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2009-02-01
28,Rocinha,2009,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,13,2009-02-01
33,Cerro-Corá,2009,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2009-02-01
30,Manguinhos,2009,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,18,2009-02-01
31,Barreira do Vasco / Tuiuti,2009,2,0,0,0,0,0,7,0,0,0,0,0,2,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,1,0,2,1,3,1,0,0,0,0,27,2009-02-01
32,Caju,2009,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,1,3,1,1,0,0,0,13,2009-02-01
34,Arará / Mandela,2009,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2009-02-01
35,Lins,2009,2,1,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,4,1,6,0,0,0,0,0,10,0,0,1,5,0,0,0,0,0,35,2009-02-01
36,Camarista Méier,2009,2,0,0,0,1,0,8,1,0,0,0,0,1,0,8,0,0,0,0,0,9,0,5,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,33,2009-02-01
37,Mangueirinha,2009,2,0,0,0,5,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,10,0,5,4,1,0,0,0,0,23,2009-02-01
20,Nova Brasília,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,2009-02-01
29,Jacarezinho,2009,2,1,0,0,0,1,3,0,0,1,0,0,0,0,4,0,0,0,0,0,6,0,4,0,0,0,1,1,4,4,0,3,3,0,0,0,0,0,32,2009-02-01
38,Vila Kennedy,2009,2,2,0,0,0,1,9,2,1,30,0,0,4,0,11,7,0,0,0,0,26,2,15,0,0,0,0,0,19,2,0,1,5,1,0,0,0,0,93,2009-02-01
19,Vidigal,2009,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2009-02-01
17,Mangueira,2009,2,0,0,0,0,1,4,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,3,1,0,2,4,1,0,0,0,0,23,2009-02-01
18,Macacos,2009,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7,0,6,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,21,2009-02-01
1,Santa Marta,2009,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,20,2009-02-01
2,Cidade de Deus,2009,2,1,0,0,0,2,27,0,0,3,0,1,2,0,8,7,0,0,2,0,23,2,31,0,0,0,5,26,6,1,0,15,22,3,0,0,0,0,156,2009-02-01
3,Batam,2009,2,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,4,0,2,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,19,2009-02-01
4,Chapéu Mangueira / Babilônia,2009,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,2009-02-01
6,Tabajaras,2009,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,4,2,6,4,0,0,0,0,0,21,2009-02-01
7,Providência,2009,2,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,4,0,0,0,0,4,1,1,0,1,3,0,0,0,0,0,26,2009-02-01
8,Borel,2009,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,2009-02-01
5,Pavão-Pavãozinho,2009,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2009-02-01
10,Andaraí,2009,2,0,0,0,1,0,4,0,0,1,0,0,1,0,3,0,0,0,0,0,4,0,6,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,27,2009-02-01
11,Salgueiro,2009,2,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,1,0,3,1,8,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,28,2009-02-01
12,Turano,2009,2,1,0,0,0,0,3,0,0,0,1,0,1,0,2,0,0,0,1,0,6,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,16,2009-02-01
13,São João / Matriz / Queto,2009,2,0,0,0,0,0,3,0,0,2,1,0,1,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2009-02-01
14,Coroa / Fallet / Fogueteiro,2009,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,12,2009-02-01
15,Escondidinho / Prazeres,2009,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,10,2009-02-01
16,São Carlos,2009,2,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,17,2009-02-01
9,Formiga,2009,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2009-02-01
28,Rocinha,2009,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,0,5,2,2,1,0,1,0,0,0,22,2009-03-01
22,Adeus / Baiana,2009,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,2009-03-01
23,Alemão,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2009-03-01
24,Chatuba,2009,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,13,2009-03-01
25,Fé / Sereno,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2009-03-01
26,Parque Proletário,2009,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2009-03-01
27,Vila Cruzeiro,2009,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,8,2009-03-01
29,Jacarezinho,2009,3,0,0,0,0,0,4,0,0,2,0,0,1,1,5,0,0,0,0,0,11,0,10,0,0,0,2,1,1,2,0,1,3,0,0,0,0,0,36,2009-03-01
